rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
7290,jarryd,rohrlach,31,barraclough crescent,the old school house,drewvale,3064,nsw,19070409,24,03 85589386,1619628,2
18780,jesse,blaskett,49,,,mount perry,,nsw,19580608,24,02 14345432,8961020,1
48360,kathleen,snowden,31,adams place,,carina,3167,nsw,19391110,41,02 03652179,7039400,5
6870,olivia,boneham,19,moore street,,paynesville,2116,,19290707,,03 80675039,2549903,6
7930,fraser,hendrie,76,tuthill place,cappadoccia,berwick,0870,vic,19430224,32,03 56827996,3258015,7
21850,april,bell,120,kirby place,,murrami,5019,nsw,,,07 94075935,5233884,1
9380,emiily,maxwell,30,halifax close,wondaree,,5032,nsw,19850503,39,03 05261041,4528548,1
29170,ethan,brodie,30,freda bennett circuit,,aspendale,3222,vic,19121111,,07 40950361,3231162,5
42520,james,clark,,jauncey court,,shailer park,2471,nsw,19220901,29,07 35165772,8626540,7
44550,sophie,plant,68,brinkley circuit,hse 3 olletts farm,east maitland,2324,vic,19790131,25,07 38529386,4532517,3
49520,sana,brown,51,budd place,calimna,coogee,2119,vic,19710409,33,03 58043200,2882621,1
42360,tyler,rouse,3,edlington street,,wishart,3300,vic,19520712,19,,8244970,3
12020,anthea,lord,634,clermont street,,narrogin,5087,,19330213,26,07 02200491,7051011,6
230,alessandra,meaney,7,grimshaw street,adelene retirement vlge,sutherland,4077,vic,19461221,,04 31679812,1203507,8
34840,brooklyn,mcgrath,629,brimage place,humewood,bicton,2749,wa,,31,04 49313348,4638264,8
13950,marco,o'daniel,29,arden place,foxford park,bulleen,3057,qld,19960218,29,08 44101185,3771808,3
43690,,andrew,136,dunlop street,laanecoorie,andergrove,5343,qld,,22,03 93080656,5817985,6
47710,samuel,lienert,68,kapunda street,,sunnybank,2560,tas,19800917,,07 50991686,7470526,6
9680,adam,de girolamo,6,brebner street,,five dock,4124,vic,19531211,41,,1338921,0
8380,jasmine,cooper,105,ballarat street,meryton,willoughby,0850,,19660302,,,9826881,7
41160,kierra,hong,23,kneebone street,dairydale,glenelg north,4220,nsw,19590124,31,07 12128441,9373078,4
26220,ethan,davy,135,ruwoldt place,,leeton,2170,nsw,19791012,,08 58047427,7678435,5
44660,alessandria,cross,11,rossarden street,,littlehampton,3136,nsw,19331011,21,04 52647174,7695277,5
2670,jack,law,20,tiernan place,,woy woy,2337,qld,19500107,31,03 25466320,2322546,5
4860,andrea,gouvela,128,medley street,,mill park,2060,nsw,19270919,,03 00865718,4076421,9
40540,kyah,dowsett,10,,mandurah forum,silkstone,5160,nsw,19180904,19,07 73740552,9369842,2
44690,georgia,mullins,15,flecker place,karawatha,shoalhaven heads,3216,qld,19200215,30,,1291371,2
19930,matthew,maio,,gidabal street,wyneden,rosebud,4109,nsw,19210117,20,,5444972,6
30990,caitlin,skinner,54,darwinia terrace,,gerroa,2500,vic,19440903,,07 27751017,4967870,4
36680,miranda,lowe,7,boulton close,,perth,4740,vic,19650902,28,04 41519880,1419940,4
28530,joshua,morgan,21,,,granville,7120,,19450717,20,08 66778281,6727876,0
2640,harrison,mcardle,71,bailey place,oaklands,north hobart,3006,nsw,19490901,40,08 55203295,4328402,5
43400,james,wicks,1,clive steele avenue,pepatju park,dandenong,3012,vic,19190313,33,03 16294251,5576177,9
6500,timothy,rowan,30,groom street,,fairfield,2262,vic,19730401,26,02 47318649,2315324,4
9080,katelyn,long,40,embling street,,moree,5062,nsw,19040902,26,08 71191492,2750541,3
24990,madison,campbell,53,house circuit,,blackalls park,3223,nsw,19770630,32,08 82110921,6917331,6
49440,blake,denoon,37,ferguson circuit,,lane cove,2062,qld,19600803,28,02 98933796,9736865,7
24820,anthony,nelmes,9,atherton street,john flynn medical centre,balcolyn,2030,sa,19550126,20,03 87409431,2558575,9
35760,holly,eats,66,forbes street,couria creek,altona,6743,vic,19391001,22,03 15604428,6673376,1
810,alexander,sims,58,burrinjuck crescent,masonic village,belmont,6258,tas,19550210,36,08 16100405,5923415,0
49100,trey,dick,20,endeavour street,,balcatta,2101,wa,19830915,30,08 44580197,1304095,0
47580,mia,andrade,74,norton road,,arana hills,,nsw,19021023,34,03 17217752,1823109,9
42810,natasha,mcgee,35,maltby circuit,,wembley downs,3054,vic,19761111,31,03 66022914,1228698,3
27350,neve,hargreaves,108,,,wynnum central,3102,,19070407,,,7688431,4
43730,seanna,vincent,35,archer street,,nerang,6372,,,35,04 77036859,7702402,1
8630,,sweeney,42,flanagan street,,sale,2343,,19290303,,07 65704976,2354446,1
5250,jacob,clark,25,macquarie street,lawrenny,coromandel valley,4034,vic,19080602,35,03 18087230,4590354,5
45260,brett,tucker,62,wild street,,burleigh waters,4061,vic,19710112,19,04 30020096,3612405,9
5830,ruby,brownlow,136,embling street,valley view,flemington,4165,nsw,19411214,21,04 96248702,7338571,5
7590,bailey,dunn,14,rigel place,,mallabula,4061,nsw,19011225,38,04 62879294,5524371,0
34600,isabella,reese,13,bonney street,eastpoint,inverell,6163,qld,,26,03 02480978,6223899,8
47790,zane,batchelor,9,watkins street,,north melbourne,3266,vic,19470908,22,02 20436099,3393324,3
400,lachlan,jefferies,35,fryans place,roma,healesville,3337,nsw,19310419,35,02 27059346,6423051,8
8880,charles,evans,3,,,robertson,5023,qld,19990411,33,03 37109237,4622032,1
18150,abbey,bird,32,ashley drive,,halls head,6112,nsw,19860921,,02 81857502,6246676,5
34080,emiily,jennifer,8,gosman close,glenellen,blacktown,2713,qld,19060827,,02 37184846,6104276,5
8990,peter,hunt,94,tubb place,brandon,bendigo,3496,sa,19590128,32,03 31569787,9862000,3
42350,kate,mcguire,18,noakes court,,east roseville,2261,vic,,38,04 29528793,3927092,2
16540,samuel,lutze,68,beauchamp street,aranbark,kingaroy,2620,nsw,19320526,32,03 30572675,3444452,6
11630,nathan,upston,308,grylls crescent,,keilor,2047,nsw,19221216,35,08 69100463,5804559,3
26190,hayden,kobold,21,julia flynn avenue,,mount waverley,2767,vic,19000628,20,08 50249303,9401782,8
4250,hannah,griggs,30,hope street,,furnissdale,2031,nsw,19120713,36,07 37154721,6873981,5
38010,samuel,youd,11,herschell circuit,tivoli,oak flats,3196,vic,19750601,,07 96331223,5910464,6
19580,shelbey,webster,23,allwood street,rosetta village,seven hills,2250,tas,19961214,19,03 25254566,5234329,0
460,takara,donaghy,10,foxall street,,the gap,6150,qld,19830604,,03 86096907,2080333,4
15790,david,wallace,53,enid lorimer circuit,slowdowns,annerley,2250,sa,19800916,31,02 73018124,6131787,4
7990,lewis,fountain,7,balfour crescent,,ridgeway,2065,nsw,,28,07 79339487,2740863,1
26230,chloe,papageorgiou,109,john cleland crescent,loomalookalla,gorokan,7310,vic,19830723,27,04 53961705,5709180,5
19570,gus,williams,40,shirlow place,rose brae,parkside,2075,vic,19601005,,08 52051867,2125482,2
45380,coby,kielow,356,cutlack street,,brunswick,2261,vic,19600721,,08 34423915,7175612,8
15740,dylan,dayap,9,chandler street,west quay,,3194,,19951013,34,04 48386632,3196761,8
32120,emiily,reeves,11,brereton street,,shepparton,2914,qld,19540912,35,04 26393935,7797339,9
7360,madeline,mcqueenie,1,bimberi crescent,,sydney,2160,nsw,19591223,25,03 55270826,6379490,2
42210,nathan,tempest,18,swanton street,box grove,mount low,4510,sa,19321224,25,07 04761715,8090294,2
47990,dean,lindsay,12,denovan circuit,stuart flats,maroubra,7140,qld,19700622,26,08 37479522,6934418,3
7650,breony,lays,13,allambee street,,kedron,2000,vic,19190913,,04 95301164,6085760,2
80,christian,plume,18,goodwin street,mendos park,yamba,5571,qld,19720331,27,04 32859253,4095521,5
29140,,o'donovan,8,cussen street,,gosnells,6027,nsw,19530112,32,04 55422046,9424783,0
29770,noah,porter,,baddeley crescent,,safety bay,4106,nsw,19410803,21,02 24547321,2182919,4
2590,liam,beresford,33,armstrong crescent,aprt 42,melton,2166,nsw,19120726,26,02 41262714,3384891,4
7270,hannah,jeffers,1317,duffy street,,lilydale,2615,vic,,38,07 91530484,5842084,1
47650,zachary,lickiss,54,beedham place,,beverly hills,3150,nsw,19220528,17,02 63541328,6731290,7
4450,isabelle,street,88,gundulu place,,doncaster east,2750,nsw,19920609,,03 06903802,6648076,8
18130,reece,rossi,23,longman street,,leumeah,4170,wa,19630716,38,07 10938941,5816460,4
46200,tiana,homann,107,pokana circuit,loombah,warrenheip,4152,nsw,,37,03 16089119,5667877,6
34300,benjamin,harty,9,checchi place,,merredin,3178,wa,19380830,24,02 44323978,5816134,2
19780,jack,dunstan,16,amagula avenue,sec 16 pendleton,hawthorn,4127,nsw,19431214,27,07 85808304,9181850,9
43790,will,chiccy,47,goldner circuit,,thirroul,2176,nsw,19950428,28,02 24801747,4465324,7
3040,emiily,paul,129,,,carnegie,4034,,19531214,36,03 88020756,6442091,6
2290,bailey,pittar,100,julius street,henry kendall hostel,bray park,2560,tas,19950107,27,08 03601923,7095206,8
16870,christian,schaffer,,morrison street,,osborne park,2060,wa,19760313,35,04 68592572,1926982,3
16930,dillon,huy,9,cutlack street,,hornsby,,vic,,,02 00724595,4994723,6
29520,matthew,guerin,36,bannister garden,,perth,3057,vic,19730526,25,08 66721416,2227355,0
48020,emiily,webster,41,mawson drive,,vaucluse,2194,vic,19320312,29,02 27932994,6867559,0
39710,jessica,folwell,17,,,greenacre,2099,vic,19290911,32,08 56530523,8678140,1
2890,abby,cotton,26,marconi crescent,,dubbo,2035,qld,19511028,18,03 92265054,5618900,1
4070,callie,barr,86,goodparla street,lumeah,warwick,2290,wa,19581205,22,07 73237413,6449163,8
1360,samuel,zeitz,28,jacka crescent,warrawidgee,coorparoo,5008,,19020209,,,3808864,0
43660,emiily,bahr,15,waylen place,tallawang,schofields,2161,nsw,19311111,,07 55674021,1996701,6
100,marlee,lockhart,11,merv waite street,silky oaks,gladesville,3088,qld,19611107,27,07 19915165,4472152,9
39370,gemma,o'brien,30,lewis luxton avenue,glenafton house,oakleigh,2650,,19980505,33,03 45477036,9854458,9
8130,alec,williamson,94,kambalda crescent,carrington retrmnt vlge,whyalla stuart,0812,,19050105,22,03 51949066,8054431,3
43830,emma,scott,62,belbin place,,adelaide,3146,wa,19740829,38,04 49413031,8257431,7
18330,william,treloar,43,kent street,,west end,2606,wa,19240426,29,07 55402631,3642277,5
39660,callum,kelly,91,weston street,stretton park,mermaid waters,2262,nsw,19400928,,08 04600797,3339414,9
31730,cameron,robinson,10,,,bentleigh east,2134,vic,19720908,32,07 48012017,7275111,2
12700,riley,,13,key street,,ngunnawal,4575,vic,19760208,,07 15515343,8773252,8
22110,georgina,parkinson,4,chinner crescent,,narrogin,6163,qld,19580125,24,02 78624330,9356347,5
19450,sarah,perry,11,currong street,,tarzali,3020,nsw,19371209,27,08 64806928,9631342,9
38180,georgia,kokotis,6,theodore street,byron siding,thomastown,2913,nsw,,24,04 16519122,8194742,5
35490,hugo,gough,19,burnie street,yarraman prk,maryland,6111,qld,19910629,,02 50348722,4401478,5
36710,brydon,zawada,35,top naas homestead,,karama,2280,vic,19520120,34,,4463537,9
33910,harry,lynch,244,edlington street,,blair athol,3187,qld,19900820,27,07 55158356,4120430,2
9350,stephanie,cochrane,12,daley crescent,craigielea,arundel,3150,vic,19061122,37,08 11337294,3150059,7
750,jordan,taylor,16,goyder street,,stratham,2151,,19670915,35,,7660125,1
37220,bethany,hathazi,,mckinley circuit,,wundowie,5109,nsw,19470102,35,07 44265579,5513827,0
1330,oliver,prismall,51,dalgleish close,,st marys,3108,qld,19260505,,,6537400,8
2450,samuel,dobson,24,,,budgewoi,4817,vic,19300819,25,,6401884,1
37680,luke,zhou,33,may mills close,,grantham,3555,nsw,19241220,21,04 35812974,2498431,1
32650,annabelle,visser,7,burraly court,,duncraig,2750,vic,19000909,24,08 99690077,7246705,6
11180,benjamin,syphers,33,euroka street,stephen downs (cnr quia r road,marrickville,2062,,,34,04 74197417,4013545,4
12790,megan,allen,221,saywell place,nindethana,bexley,4121,nsw,19380917,,04 63807457,4892059,8
47320,madeleine,rogers,59,ballumbir street,yarrowee,albury north,6154,nsw,19970801,28,02 25820895,6125211,5
28750,bertie,andriske,28,bugden avenue,,greenacre,3046,qld,19061022,34,,1262609,4
33460,erin,field,5,groom street,,glenroy,4164,nsw,19720702,27,04 60632518,1400905,2
33990,benjamin,farr,15,chuculba crescent,locn 2101,brighton,2602,,19740426,37,04 75450245,7435374,7
44470,george,gibb,5,amadio place,beautrio kennels,broken hill,3016,vic,19780503,28,07 06675034,1505427,4
40810,gemma,brazenall,15,starritt place,house 2,mungindi,2125,tas,19260424,28,08 17845012,3408101,5
28130,abbey,zobel,65,jemalong street,,brighton-le-sands,2068,,19410701,,08 57060425,4494223,7
38290,alannah,flett,25,springvale drive,villa 126,flinders view,2576,nsw,19030722,32,03 79691337,1667763,2
00,emma,nicol,399,jacobs street,,mildura,4350,nsw,19220601,30,08 78192232,9157198,1
4510,claire,harcourt-cox,25,goldsborough close,,kudardup,4069,vic,19830227,17,02 38125492,7420327,5
6240,jake,hogg,6,mimosa close,,humpty doo,5357,qld,19330524,36,03 24390854,3212455,9
10140,byron,,29,maribyrnong avenue,,campbelltown,4350,vic,19370218,29,07 31442160,9208008,6
37010,max,uzell,69,chelsea grove,,alpha,3212,qld,19760419,,03 37049089,4330558,2
37100,paige,jordan,8,mcnicoll street,,mount riverview,3199,vic,19021202,21,04 62832521,2065082,4
12840,portia,reynolds,910,boronia drive,the birds nest,rye,4207,nsw,19671221,21,04 01926940,9515176,4
46190,daniel,ward,9,rivett street,,o'connor,4122,nsw,19670119,,04 44029598,2671430,6
41980,lauren,sweetman,266,bemm place,burranuk,marayong,5042,qld,19500315,25,03 64059612,2960047,7
11550,sian,,2,a'beckett street,,caringbah,2291,wa,19510120,34,03 44362511,9902408,1
33420,,mcgregor,29,o'hagan street,farm,penrith south,3199,wa,19660703,27,03 34769316,2206080,8
37920,sophie,kennedy,2,sternberg crescent,gum valley,spearwood,4118,qld,19620219,22,04 10507125,3618391,6
42710,bethany,van rooy,1,kiewa street,panbona,sunbury,5118,wa,19180819,,04 83149553,7147386,8
29540,nathan,mcnaughton,21,carruthers street,lakeview,charters towers,2145,nsw,19300223,26,02 84382590,4197618,0
25970,roisin,paczek,21,clifford crescent,pinevalley,frankston,5062,sa,19230927,,04 77539624,3169987,1
16730,georgia,mason,25,boucicault place,,carnarvon,2251,tas,19210912,,02 85281154,6657819,8
12500,madison,cook,100,ratcliffe crescent,,hillbank,4869,,19821207,34,03 12209040,1438169,1
13810,jack,dente,1,cheetham place,,carlisle,4109,nsw,19690625,33,04 55489929,6995526,1
31520,samuel,schuecker,9,yarra street,,glenelg north,2161,qld,19200807,24,03 71244491,9700217,0
19730,hunter,sullivan,144,,,scotland island,3058,nsw,19240224,34,04 75957841,2005877,6
4640,carlin,ingham,999,derrington crescent,,whittington,5068,wa,19420408,,,7823883,7
14310,arki,direen,250,quandong street,diamantina lodge,leongatha,3350,sa,19410120,29,02 58099426,2593582,3
3240,julia,richardson,80,ferguson place,woden valley speclst centre,glenorchy,3189,nsw,19130703,33,02 57474979,8945266,2
4060,erin,bartsch,29,blumenthal place,,dapto,2650,nsw,19740829,36,03 70904880,7059933,7
47760,michael,glynn,16,callister crescent,,flemington,6151,wa,19810117,,04 30524743,2717321,0
26030,jamie,rawson,25,cockburn street,,mildura,4700,vic,19571224,17,03 56493616,2101073,0
35280,brooke,mitsos,57,edkins street,,kulangoor,3175,,19670910,33,02 13328035,5467270,1
22540,jackson,kalb,39,beardsmore place,follyfoot,clifton springs,5211,nsw,19370225,21,08 14681122,2210999,7
33710,hana,lee,15,mackenzie street,,wallington,5097,sa,19430429,28,04 35259737,1136198,1
26930,domenique,rothwell,142,moodie street,,bathurst,6153,nsw,,36,02 70641533,5734738,3
33950,emma,heffernan,10,tepper circuit,koolark,croydon park,4152,nt,19521226,35,03 60880069,7681259,6
28520,finnbar,haydon,70,kellway street,,rainbow,3825,vic,19320523,32,08 56408336,1339852,2
18020,benjamin,kennedy,18,bennelong crescent,,cessnock,5252,nsw,19510929,32,03 43757355,9081395,9
23260,lachlan,marshall,431,burkitt street,,brooweena,3139,vic,19980905,36,02 69743791,8647945,3
17060,toby,pedersen,6,baracchi crescent,the big opal,mooroolbark,2340,vic,19391118,36,02 25742511,3827264,6
32440,zoe,treijs,32,wilkins street,,caringbah,,wa,19991216,35,03 54878994,7491778,2
36530,maya,,2,,riverside cottage,wattle grove,6060,,19120409,32,07 42962174,6776074,9
30510,charlotte,freeman,744,chauncy crescent,anvil park,kapunda,2229,vic,19081130,24,04 77953622,7755384,5
11600,shannon,leamy,8,adair street,nulama vllge,mount kembla,2615,nsw,,,03 18857453,1890169,4
47980,jackson,do,116,grevillea street,,lower templestowe,2620,nsw,19611031,27,07 41838251,8525544,7
650,wade,charlton,23,barunga street,,mount waverley,2035,qld,,,07 37928378,5871186,6
20810,michael,boni,22,molloy crescent,wombat hollow,ashburton,2145,nsw,19910919,29,04 49895129,5486671,5
13130,douglas,lowe,13,ironbark crescent,dungowan,reservoir,5118,,19010510,27,08 53922257,3840377,3
27310,madison,broughton,33,canberra centre,,hastings,2166,qld,19100614,36,08 02861496,6782208,3
17140,montana,brennan,5,vollard street,,canterbury,4350,vic,,28,08 89512970,1893258,5
41100,sophie,girvan,79,fred lane crescent,,moorebank,2146,,19870213,18,02 54024298,4807379,8
44960,sara,holmes,12,leist street,,killara,2148,,19741204,34,08 35701837,3107612,3
26210,alia,megaw,318,leichhardt street,minnondi,wynnum,3137,nsw,19470129,35,04 96771853,2857305,4
42600,brooke,sevelj,42,gratton place,,bremer bay,3148,nsw,,,04 24297075,2011649,9
13060,,britcher,1,hopetoun circuit,,yarraman,2250,vic,19191012,27,08 16536409,8328701,6
31810,alexandra,bouma,133,canning street,,brighton east,6104,nsw,19421015,32,04 88254521,9080630,0
16940,louise,faul,39,tully street,narambon,banyo,6011,,19871028,,04 54553326,2445944,9
44000,liam,wright,328,eleanora street,cambrai village,condell park,3163,vic,19160125,23,08 84711987,7581044,9
23580,emiily,coffey,12,hillebrand street,,mooroolbark,6018,vic,19270601,28,08 46854578,6950499,8
19070,sascha,monteith,8,toomey place,elohim,mount gravatt east,2615,qld,,27,08 87014182,3288352,3
37700,zali,briggs,12,gurr street,balcomba,waverley,2022,,19530910,36,,4468276,5
7160,,hedger,3,cossington smith crescent,,merbein,2261,vic,19181202,,07 06805933,8034437,3
31080,jonah,edwards,24,harwood court,,morphett vale,3199,act,19791223,20,07 20511191,1974811,6
26630,gemaley,hales,6,brodribb street,auteven,gladstone,4500,wa,19850211,24,07 11299852,2160860,8
38040,,pratt,90,blamey crescent,,londonderry,5154,,19390501,33,07 02160846,9122242,2
39070,toby,divall,44,wuronga hill street,karama,ivanhoe,7018,nsw,19381104,26,08 31212706,4028382,6
21170,jemma,jaeger,79,maraar place,,katoomba,5024,nsw,19440509,18,02 56108522,9788966,6
32480,ebony,schinzinger,28,uren place,,dromana,5022,vic,19910314,25,07 84698078,1448255,5
13170,harriet,sugars,8,rene street,pintari,kurralta park,2460,nsw,19531208,21,08 02763981,1565871,6
26110,erin,palmer,4,willcock place,peppertree farm,rose bay,3183,qld,19170818,31,02 16979801,3621680,3
27180,jacob,butler,23,southern cross drive,,gladesville,4103,sa,19490921,,02 01694355,7429734,1
11150,lushia,davitt,39,bourne street,,australind,4870,nsw,19880426,34,,4521879,7
6890,daniel,manifold,12,gouger street,,gosnells,5050,,19210505,,02 33270551,4626295,0
7970,jackson,,72,taylor street,,shepparton,3505,wa,,33,02 20925186,7849447,6
24610,jesse,marlow,1,blowering street,barham caravan park,doubleview,5031,vic,19170828,,08 00266902,4561852,3
35840,rupert,van de weyer,28,perrin circuit,,murrumbeena,3143,vic,19720209,,02 87483809,9277166,3
31490,dylan,anderson,43,nivison place,,flemington,5108,nsw,19100207,37,04 81099640,8963023,3
14630,alexander,louttit,,wambool street,belltrees,bourkelands,3122,qld,19510204,26,02 47955862,1723730,8
49300,noah,crawford,20,galloway street,mcmanus,narre warren,4740,wa,19060423,32,04 87631310,8681924,8
30150,holly,freeman,96,burrendong street,,belmore,6110,tas,,17,07 43274574,6906525,4
34580,harry,caputo,6,macdowell street,timberlea tces,bongaree,4205,vic,19120808,33,02 84879167,3473088,1
45190,isabella,waiblinger,57,staaten crescent,colville,muswellbrook,7250,vic,19330901,31,03 13961463,8346115,0
27270,evan,bannsh,12,moloney close,yukana retirement village,leongatha south,7018,,19340330,22,07 24496408,6538386,5
11980,lucy,south,74,ashburner street,rebea stud,jamieson,3300,,19250319,27,04 74547207,1446107,5
27550,sophie,rasmus,2,ferry place,bucketty,st marys,2040,qld,19461126,,,6702722,6
22860,raquel,,4,cumpston place,,marleston,2710,qld,19921021,34,02 69749939,8596557,2
20450,elle,farrelly,4,mcmillan crescent,manna grove,warradale,5021,nsw,19190825,30,04 24350464,3186896,3
30910,ryan,ames,48,pringle street,the grange,wellington,3030,qld,,37,03 37760240,3363690,1
30850,daniel,harper,29,mccabe crescent,,farmborough heights,3088,sa,19650405,38,04 68908532,7674408,6
4440,jessica,twang,3,fitzsimmons street,,coorparoo,2519,qld,,23,07 04347425,6089112,3
34240,emiily,summerton,89,castlereagh crescent,,moana,2026,nsw,,23,07 41965160,2353608,6
23720,owen,nicol,12,vagabond crescent,,blaxland,4350,vic,19610224,21,02 90162027,3996731,7
22450,joel,anderson,10,tanner place,,paradise,7018,,,33,04 93670661,9669446,7
23640,sophie,wyllie,6,reliance street,long plains,lindisfarne,5211,vic,19400715,27,07 29567297,8393216,3
32580,mia,,25,wrest street,,mudjimba beach,2287,nsw,19920422,30,08 41283725,5015037,8
5650,lachlan,brooks,15,howitt street,,killarney heights,2280,vic,19890828,28,02 17304632,1966067,2
41060,roisin,loveridge,37,chewings street,,biloela,3030,wa,19311014,,08 38319603,7857231,0
42880,logan,aoun,24,strzelecki crescent,valley view,redcliffe,3280,qld,19191129,26,03 02012099,9214291,8
20880,ridley,flowers,75,enderby street,belmore river,bunyip,6522,vic,19600728,39,02 43273732,1191144,4
41320,chantelle,murfet,19,bosworth circuit,springfield,golden square,3280,nsw,,26,08 34193411,1207535,5
25470,,butschek,76,burkitt street,diamond water cvn,mowbray,5070,nsw,19480125,28,03 71397288,2066101,0
24640,sienna,davey,10,biraban place,,londonderry,2069,,,33,08 31009593,5198581,2
29450,lauren,wood,42,dalabon crescent,,maslin beach,3810,wa,19170320,29,08 52270456,5330616,0
190,emiily,joshi,24,carroll street,,stafford,5158,qld,19760131,33,04 27327318,4944006,1
48390,karli,bell,14,field street,,st lucia,4871,nsw,19290601,21,07 03167374,8536518,2
10010,rupert,benjamin,12,cottam place,,furnissdale,2640,qld,19990606,23,07 10649882,3827619,4
43250,bianca,ashenden,4,corringle close,,barrington,2650,,19850730,28,07 86047778,8071178,1
18700,grace,wiebrecht,199,dugdale street,kilclief,brighton,2154,nsw,19880713,,08 94012856,8929723,1
42230,jack,stevens,49,mathieson crescent,los canelos,kalamunda,3132,vic,19910309,,04 32637183,4472119,5
22360,jack,wind,56,medley street,,hallett cove,2614,sa,19020301,32,04 45395106,1740467,1
5710,joshua,mcphee,10,burn street,,sunnybank,4101,sa,19080917,33,08 65365238,3213280,5
5020,rebecca,mcdonald,109,bainton crescent,,wamuran,3043,,19880307,30,03 49865582,2590177,5
14490,tristan,mencel,57,capella crescent,,elizabeth bay,6169,nsw,19140327,,04 41582781,5857597,1
43200,liam,oleary-fletcher,4,pearcey place,,torrensville,2750,nsw,19241114,21,08 59220666,5368987,5
22810,gabrielle,davis,3,castleton crescent,,hazelwood park,5290,nsw,19330130,,07 61042917,2286276,2
28910,joe,davies,59,favenc circle,olive vale,scarborough,2121,vic,19161130,17,03 94422778,7649743,5
37320,aidan,koukourou,114,cruikshank street,,hamilton hill,6175,wa,19290714,34,03 86048872,8685350,5
260,emmet,spence,141,chappell street,algtor ck street,north rockhampton,2089,nsw,19651030,32,07 02927301,6002176,9
17740,alana,williams,130,cowley place,,epping,6151,wa,19060623,31,03 07460454,8475184,0
40530,jasmin,knight,121,newman morris circuit,,,3184,qld,19230603,20,08 90072068,5215637,4
34920,paige,michalk,,brazel street,,port pirie,2200,vic,19610410,,03 21099997,1089138,7
1180,billy,gregg,4,fitzhardinge crescent,kiara,stanthorpe,6230,vic,19470506,32,02 34708191,3499077,6
25780,makayla,finlay,7,brooks road,,lindfield,3149,nsw,19990915,40,07 47305899,5836849,4
16000,april,matthews,376,narryer close,,temora,5063,vic,19380205,28,04 96765408,7067934,8
28200,rachel,underwood,49,o'loghlen street,,mulgrave east,4810,tas,19600801,30,08 77184249,2482149,9
48070,taylah,nelson,111,hicks street,,turramurra,3465,tas,19620809,31,07 54421243,1396161,3
49000,benjamin,sadler,990,shipard place,,mundaring,2144,qld,19500424,37,03 02199829,5274100,6
6560,april,tilley,830,ashburton circuit,forest hill,fitzroy north,2166,qld,19441214,26,08 82631452,8710617,7
1230,kate,newman,16,oxley street,,city beach,2500,vic,,34,04 13791035,9795258,1
20940,sophie,garner,118,leist street,,summerland point,6027,qld,19590228,28,02 67357072,5159693,1
5130,blake,size,242,hopetoun circuit,silkwood estate,morwell,3749,tas,19680313,19,08 61867575,3696806,7
34350,emma,anthony,95,,bendemere,tomerong,4626,sa,19421120,18,08 15636287,4750566,2
15830,chloe,riggs,1,taronga place,,east gresford,2843,wa,19730210,31,04 35091111,4658150,8
24060,april,finlay,266,holden crescent,,glenmore park,3429,vic,19180807,,08 75255614,2303063,9
43210,tynan,norman,13,goldner circuit,,lakemba,3046,nsw,19311212,,04 94252674,7660720,6
35010,mia,cheimardinou,22,alma close,marina palms,golden square,3043,,,26,07 47411882,5406937,7
15190,jordan,baskarada,54,mccool place,feathertop,budgewoi,4501,sa,19191102,32,08 63691863,1212382,9
6200,olivia,danby,17,howitt street,,ballarat,2607,qld,19311031,26,07 20954231,2776768,0
1110,aurora,emmett,22,,riverside station,ferny grove,3148,nsw,19490619,,02 51195108,9825860,8
22930,oscar,vesey,7,baldwin drive,,wheelers hill,5118,qld,19091026,28,08 87886729,5861448,5
1410,serena,barrett,14,halfrey circuit,,altona,2428,qld,19040124,35,08 38933220,7870867,8
13590,lily,wilson,30,hedland circuit,,norlane,2000,vic,19201013,,04 54846241,6606667,2
18540,lachlan,coad,7,magenta square,killaloo,mount gravatt east,2110,nsw,19120415,32,04 30573350,2621261,2
27100,deakin,eagle,27,hamlet place,,frankston,2641,,19211023,25,03 63703509,4435624,6
39690,freya,richter,4,mawalan street,,balcatta,3033,nsw,19230211,28,03 02787936,8985876,5
15470,madison,thompson,86,canberra avenue,palm ridge,sandy bay,3956,vic,,,08 38311922,9889708,6
22020,liam,dales,78,soutar place,,shailer park,2285,nsw,19610110,29,03 12991784,9300061,5
7210,jayden,clay,37,gavin place,rp 811352,footscray west,2604,nsw,,30,02 81533535,3070982,1
25510,thomas,reavell,214,starke street,tree top flats,sandgate,3223,vic,19980129,36,03 80271359,9852086,6
39760,connor,jenkin,79,bendigo street,,kensington,4053,nsw,19421120,28,,6698623,6
26640,angie,cole,7,livingston avenue,keystone,braybrook,6103,,19961211,,08 17378396,5467859,2
4520,tyler,luscombe,4,woodburn street,aprt 22,north rockhampton,3631,act,19290727,32,07 31981585,4609494,3
32900,karla,white,8,alpen street,,childers,4871,nsw,19780522,37,07 09377147,4143864,4
38790,paris,zajax,226,longstay caravan park,,dee why,4508,vic,19940120,37,04 38037998,7297125,2
35060,jessica,kelsh,33,crowe place,,malua bay,4814,nsw,,33,03 20508289,5974182,3
44720,,dahlin,4,streeton drive,,lang lang,3591,vic,19900318,21,03 78498945,5438765,7
3510,spencer,mack,698,morrissey street,bendeveron,coffs harbour,3123,vic,19400307,32,02 35322254,5983132,3
